StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,sub_id,time_instructions_2_First Click,time_instructions_2_Last Click,time_instructions_2_Page Submit,time_instructions_2_Click Count,toast_1_1,toast_1_2,toast_1_3,toast_1_4,toast_2_1,toast_2_2,toast_2_3,toast_3_1,toast_3_2,toast_3_3,mdmt_1_1,mdmt_1_2,mdmt_1_3,mdmt_1_4,mdmt_2_1,mdmt_2_2,mdmt_2_3,mdmt_2_4,mdmt_3_1,mdmt_3_2,mdmt_3_3,mdmt_3_4,mdmt_4_1,mdmt_4_2,mdmt_4_3,mdmt_4_4,rosas_1_1,rosas_1_2,rosas_1_3,rosas_1_4,rosas_1_5,rosas_1_6,rosas_2_1,rosas_2_2,rosas_2_3,rosas_2_4,rosas_2_5,rosas_2_6,rosas_3_1,rosas_3_2,rosas_3_3,rosas_3_4,rosas_3_5,rosas_3_6,behavioral_trust,gators_scale_4_1,gators_scale_4_2,gators_scale_4_3,gators_scale_4_4,gators_scale_4_5,Distract_extra_q_1,Distract_extra_q_2,Distract_extra_q_3,Distract_extra_q_4,gators_scale_2_1,gators_scale_2_2,gators_scale_2_3,gators_scale_2_4,gators_scale_2_5,intentionality _1,intentionality _2,mind,gators_scale_1_1,gators_scale_1_2,gators_scale_1_3,gators_scale_1_4,gators_scale_1_5,gators_scale_1_6,belief,self_efficacy_influ_1,self_efficacy_influ_2,self_efficacy_influ_3,gators_scale_3_1,gators_scale_3_2,gators_scale_3_3,gators_scale_3_4,gators_scale_3_5,gators_scale_3_6,fluency_2_1,fluency_2_2,fluency_2_3,fluency_1_1,fluency_1_2,fluency_1_3
2024-11-03 18:17:26,2024-11-03 18:26:13,0,72.33.2.69,100,527,1,2024-11-03 18:26:14,R_3iWLFEs5rcScoXA,,,,,43.0812,-89.3845,anonymous,EN,0,3.171,4.003,4.008,2,5,5,6,5,6,2,5,6,3,2,6,9,5,9,7,9,4,5,6,9,5,9,6,9,6,9,2,6,3,1,4,5,1,3,2,1,5,3,1,5,2,1,3,1,5,2,2,5,2,3,3,4,5,5,5,3,5,5,3,2,2,3,5,2,5,7,6,5,1,2,2,2,3,2,5,2,1,5,5,5,3,5,3,5
2024-11-03 18:55:14,2024-11-03 19:04:23,0,50.93.221.129,100,549,1,2024-11-03 19:04:24,R_3pfBnsck3B0Cw7O,,,,,43.0812,-89.3845,anonymous,EN,99,3.722,3.722,3.737,1,5,4,5,6,7,3,4,3,1,2,7,6,8,7,4,3,4,9,5,4,4,6,9,6,3,4,7,3,4,5,4,4,3,6,7,4,4,4,3,2,5,6,2,4,7,5,3,1,3,5,2,1,6,5,6,3,7,3,3,5,6,6,5,3,5,7,1,3,8,1,1,1,6,1,1,2,1,5,2,3,5,7,7,7
2024-11-05 17:17:34,2024-11-05 17:23:02,0,72.33.2.91,100,327,1,2024-11-05 17:23:03,R_1ril7Fr3AQ6PTdn,,,,,43.0812,-89.3845,anonymous,EN,23,29.457,29.457,29.459,1,7,7,3,2,1,1,1,5,3,2,5,9,8,6,8,9,8,4,1,9,6,9,5,6,8,9,1,9,1,1,9,6,9,9,9,1,3,1,1,6,1,1,7,4,7,7,1,5,4,6,6,6,6,3,6,7,6,2,1,7,2,1,6,1,6,7,5,1,1,1,1,1,4,1,7,1,1,6,7,7,7,7,7,7
2024-11-08 17:13:12,2024-11-08 17:20:23,0,72.33.2.91,100,431,1,2024-11-08 17:20:24,R_6jQ7FolWf0urJ4e,,,,,43.0782,-89.4075,anonymous,EN,33,24.36,24.36,24.366,1,5,6,5,6,7,6,7,7,6,2,8,9,7,9,7,9,7,7,8,9,8,9,8,9,7,9,1,9,1,2,5,6,2,4,2,1,9,3,1,9,1,1,5,1,7,2,3,6,5,6,6,5,6,7,6,3,5,5,3,6,1,4,2,2,6,7,3,3,1,2,2,1,5,2,6,3,1,4,7,7,6,7,5,7
2024-11-12 17:50:09,2024-11-12 17:57:49,0,72.33.2.91,100,459,1,2024-11-12 17:57:50,R_1fUfAftJBk725a7,,,,,43.0782,-89.4075,anonymous,EN,13,12.833,12.833,12.835,1,5,4,5,5,6,5,3,6,4,2,7,5,8,7,7,5,8,6,7,4,6,6,7,5,5,5,5,7,8,5,7,5,6,7,5,5,8,3,4,5,1,4,6,2,6,4,5,6,6,5,5,6,6,6,6,5,5,6,6,6,6,5,6,5,5,7,4,5,4,6,4,5,2,6,5,5,1,5,6,6,6,6,6,6
2024-11-13 13:54:58,2024-11-13 14:01:33,0,72.33.2.91,100,395,1,2024-11-13 14:01:34,R_7PtwnyBTWfS5P0Z,,,,,43.0782,-89.4075,anonymous,EN,25,14.924,14.924,14.927,1,7,7,3,3,7,6,6,7,6,2,8,8,8,8,6,8,8,8,8,4,8,8,7,7,8,7,3,9,1,3,7,4,2,8,2,2,9,1,1,8,1,1,7,1,7,5,1,6,3,5,5,7,6,5,5,5,6,4,2,7,5,5,6,1,7,7,4,6,2,1,1,1,6,1,6,1,1,6,7,7,6,7,7,7
2024-11-14 09:09:06,2024-11-14 09:16:41,0,72.33.2.91,100,454,1,2024-11-14 09:16:42,R_3Kno997ffyjVPGN,,,,,43.0782,-89.4075,anonymous,EN,20,22.856,22.856,22.861,1,6,5,5,6,3,5,3,4,3,2,4,9,6,9,4,9,3,9,4,9,4,9,4,9,4,9,1,5,1,1,3,2,1,2,3,2,3,1,1,1,1,1,1,1,7,4,1,6,4,4,4,6,5,3,4,4,6,2,1,5,3,3,6,2,5,7,2,6,1,5,5,3,6,1,4,2,1,5,5,5,3,4,4,3
2024-11-14 17:14:42,2024-11-14 17:20:56,0,72.33.2.91,100,373,1,2024-11-14 17:20:58,R_1yfayNUZ0ihXNq9,,,,,43.0782,-89.4075,anonymous,EN,6,5.335,5.335,5.342,1,7,7,5,7,7,7,7,7,7,2,8,7,8,9,8,8,8,8,8,9,8,8,8,8,8,8,1,9,1,1,9,1,2,3,1,1,9,1,1,9,1,1,2,1,7,5,1,6,5,5,6,7,7,7,7,1,7,1,1,1,2,5,6,1,7,7,2,4,1,1,1,1,7,1,7,1,1,7,7,7,6,7,7,7
2024-11-15 10:49:53,2024-11-15 11:00:48,0,72.33.2.91,100,655,1,2024-11-15 11:00:49,R_6ENj4IptiRtb2YF,,,,,43.0782,-89.4075,anonymous,EN,16,19.892,19.892,19.896,1,7,5,3,6,6,5,6,6,5,2,7,5,7,6,7,5,7,6,6,4,7,5,6,3,6,3,2,7,2,3,4,3,1,1,4,2,7,2,1,7,2,2,4,1,6,5,2,4,5,5,6,5,6,6,5,5,6,3,1,5,5,3,4,2,6,7,3,5,1,2,3,3,6,1,7,3,1,6,7,6,6,6,6,6
2024-11-15 12:48:20,2024-11-15 12:57:37,0,72.33.2.91,100,557,1,2024-11-15 12:57:38,R_7plKnAUUvYfObb4,,,,,43.0782,-89.4075,anonymous,EN,10,25.424,25.424,25.426,1,6,7,3,6,5,6,4,6,6,2,7,6,8,7,6,6,7,6,8,6,7,9,7,9,7,7,5,9,2,2,8,6,6,9,5,4,9,3,3,9,1,2,8,1,6,6,2,6,3,3,7,6,5,6,6,3,7,4,1,2,2,2,6,2,7,7,5,5,1,3,3,3,5,2,6,2,1,7,7,7,6,7,7,6
