StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,sub_id,time_instructions_2_First Click,time_instructions_2_Last Click,time_instructions_2_Page Submit,time_instructions_2_Click Count,toast_1_1,toast_1_2,toast_1_3,toast_1_4,toast_2_1,toast_2_2,toast_2_3,toast_3_1,toast_3_2,toast_3_3,mdmt_1_1,mdmt_1_2,mdmt_1_3,mdmt_1_4,mdmt_2_1,mdmt_2_2,mdmt_2_3,mdmt_2_4,mdmt_3_1,mdmt_3_2,mdmt_3_3,mdmt_3_4,mdmt_4_1,mdmt_4_2,mdmt_4_3,mdmt_4_4,rosas_1_1,rosas_1_2,rosas_1_3,rosas_1_4,rosas_1_5,rosas_1_6,rosas_2_1,rosas_2_2,rosas_2_3,rosas_2_4,rosas_2_5,rosas_2_6,rosas_3_1,rosas_3_2,rosas_3_3,rosas_3_4,rosas_3_5,rosas_3_6,behavioral_trust,gators_scale_4_1,gators_scale_4_2,gators_scale_4_3,gators_scale_4_4,gators_scale_4_5,Distract_extra_q_1,Distract_extra_q_2,Distract_extra_q_3,Distract_extra_q_4,gators_scale_2_1,gators_scale_2_2,gators_scale_2_3,gators_scale_2_4,gators_scale_2_5,intentionality _1,intentionality _2,mind,gators_scale_1_1,gators_scale_1_2,gators_scale_1_3,gators_scale_1_4,gators_scale_1_5,gators_scale_1_6,belief,self_efficacy_influ_1,self_efficacy_influ_2,self_efficacy_influ_3,gators_scale_3_1,gators_scale_3_2,gators_scale_3_3,gators_scale_3_4,gators_scale_3_5,gators_scale_3_6,fluency_2_1,fluency_2_2,fluency_2_3,fluency_1_1,fluency_1_2,fluency_1_3
2024-11-03 18:17:26,2024-11-03 18:26:13,IP Address,72.33.2.69,100,527,True,2024-11-03 18:26:14,R_3iWLFEs5rcScoXA,,,,,43.0812,-89.3845,anonymous,EN,0,3.171,4.003,4.008,2,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Disagree,5,"Does
Not
Fit",4,"Does
Not
Fit","
6","Does
Not
Fit",3,4,5,"Does
Not
Fit",4,"Does
Not
Fit",5,"Does
Not
Fit",5,"Does
Not
Fit",2,6,3,"Definitely
NOT 
associated
1
",4,5,"Definitely
NOT 
associated
1
",3,2,"Definitely
NOT 
associated
1
",5,3,"Definitely
NOT 
associated
1
",5,2,"Definitely
NOT 
associated
1
",3,"Definitely
NOT 
associated
1
",Somewhat agree,Disagree,Disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,2,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Agree,Somewhat agree,"Not at all
0
",Disagree,Disagree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree
2024-11-03 18:55:14,2024-11-03 19:04:23,IP Address,50.93.221.129,100,549,True,2024-11-03 19:04:24,R_3pfBnsck3B0Cw7O,,,,,43.0812,-89.3845,anonymous,EN,99,3.722,3.722,3.737,1,Somewhat agree,Neutral,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Neutral,Somewhat disagree,Strongly disagree,Disagree,"
6",5,"Very
7
","
6",3,2,3,"Does
Not
Fit",4,3,3,5,"Does
Not
Fit",5,2,3,7,3,4,5,4,4,3,6,7,4,4,4,3,2,5,6,2,4,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Disagree,Strongly disagree,Agree,Somewhat agree,Agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,5,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,"Definitely
7",Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree
2024-11-05 17:17:34,2024-11-05 17:23:02,IP Address,72.33.2.91,100,327,True,2024-11-05 17:23:03,R_1ril7Fr3AQ6PTdn,,,,,43.0812,-89.3845,anonymous,EN,23,29.457,29.457,29.459,1,Strongly agree,Strongly agree,Somewhat disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Disagree,4,"Does
Not
Fit","Very
7
",5,"Very
7
","Does
Not
Fit","Very
7
",3,"Not at all
0
","Does
Not
Fit",5,"Does
Not
Fit",4,5,"Very
7
","Does
Not
Fit","Definitely
NOT 
associated
1
","Definitely
associated
9
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
associated
9
",6,"Definitely
associated
9
","Definitely
associated
9
","Definitely
associated
9
","Definitely
NOT 
associated
1
",3,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",6,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",7,4,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Neutral,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,"Not at all
0
",Agree,Strongly disagree,Agree,Strongly agree,Somewhat agree,Strongly disagree,"Not at all
0
",Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2024-11-08 17:13:12,2024-11-08 17:20:23,IP Address,72.33.2.91,100,431,True,2024-11-08 17:20:24,R_6jQ7FolWf0urJ4e,,,,,43.0782,-89.4075,anonymous,EN,33,24.36,24.36,24.366,1,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,"Very
7
","Does
Not
Fit","
6","Does
Not
Fit","
6","Does
Not
Fit","
6","
6","Very
7
","Does
Not
Fit","Very
7
","Does
Not
Fit","Very
7
","Does
Not
Fit",6,"Does
Not
Fit","Definitely
NOT 
associated
1
","Definitely
associated
9
","Definitely
NOT 
associated
1
",2,5,6,2,4,2,"Definitely
NOT 
associated
1
","Definitely
associated
9
",3,"Definitely
NOT 
associated
1
","Definitely
associated
9
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",5,"Definitely
NOT 
associated
1
",Strongly agree,Disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,"Strongly
disagree",3,Disagree,Disagree,Agree,Strongly agree,Somewhat disagree,Somewhat disagree,"Not at all
0
",Disagree,Disagree,Strongly disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly agree
2024-11-12 17:50:09,2024-11-12 17:57:49,IP Address,72.33.2.91,100,459,True,2024-11-12 17:57:50,R_1fUfAftJBk725a7,,,,,43.0782,-89.4075,anonymous,EN,13,12.833,12.833,12.835,1,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Neutral,Disagree,"
6",4,"Very
7
","
6","
6",4,"Very
7
",5,6,3,5,5,6,4,4,4,5,7,"
8",5,7,5,6,7,5,5,"
8",3,4,5,"Definitely
NOT 
associated
1
",4,6,2,Agree,Neutral,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,4,Agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Somewhat agree,3,Agree,Neutral,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree
2024-11-13 13:54:58,2024-11-13 14:01:33,IP Address,72.33.2.91,100,395,True,2024-11-13 14:01:34,R_7PtwnyBTWfS5P0Z,,,,,43.0782,-89.4075,anonymous,EN,25,14.924,14.924,14.927,1,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,"Very
7
","Very
7
","Very
7
","Very
7
",5,"Very
7
","Very
7
","Very
7
","Very
7
",3,"Very
7
","Very
7
",6,6,"Very
7
",6,3,"Definitely
associated
9
","Definitely
NOT 
associated
1
",3,7,4,2,"
8",2,2,"Definitely
associated
9
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","
8","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",7,"Definitely
NOT 
associated
1
",Strongly agree,Somewhat agree,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neutral,Disagree,Strongly agree,Somewhat agree,4,Agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Agree,1,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree
2024-11-14 09:09:06,2024-11-14 09:16:41,IP Address,72.33.2.91,100,454,True,2024-11-14 09:16:42,R_3Kno997ffyjVPGN,,,,,43.0782,-89.4075,anonymous,EN,20,22.856,22.856,22.861,1,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Disagree,3,"Does
Not
Fit",5,"Does
Not
Fit",3,"Does
Not
Fit",2,"Does
Not
Fit",3,"Does
Not
Fit",3,"Does
Not
Fit",3,"Does
Not
Fit",3,"Does
Not
Fit","Definitely
NOT 
associated
1
",5,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",3,2,"Definitely
NOT 
associated
1
",2,3,2,3,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",Strongly agree,Neutral,Strongly disagree,Agree,Neutral,Neutral,Neutral,Agree,Somewhat agree,Somewhat disagree,Neutral,Neutral,Agree,Disagree,Strongly disagree,Somewhat agree,Somewhat disagree,2,Agree,Disagree,Somewhat agree,Strongly agree,Disagree,Agree,"Not at all
0
",Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Neutral,Somewhat disagree
2024-11-14 17:14:42,2024-11-14 17:20:56,IP Address,72.33.2.91,100,373,True,2024-11-14 17:20:58,R_1yfayNUZ0ihXNq9,,,,,43.0782,-89.4075,anonymous,EN,6,5.335,5.335,5.342,1,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,"Very
7
","
6","Very
7
","Does
Not
Fit","Very
7
","Very
7
","Very
7
","Very
7
","Very
7
","Does
Not
Fit","Very
7
","Very
7
","Very
7
","Very
7
","Very
7
","Very
7
","Definitely
NOT 
associated
1
","Definitely
associated
9
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
associated
9
","Definitely
NOT 
associated
1
",2,3,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
associated
9
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
associated
9
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",2,"Definitely
NOT 
associated
1
",Strongly agree,Somewhat agree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,"Strongly
disagree",Disagree,4,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Neutral,"Not at all
0
",Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree
2024-11-15 10:49:53,2024-11-15 11:00:48,IP Address,72.33.2.91,100,655,True,2024-11-15 11:00:49,R_6ENj4IptiRtb2YF,,,,,43.0782,-89.4075,anonymous,EN,16,19.892,19.892,19.896,1,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,"
6",4,"
6",5,"
6",4,"
6",5,5,3,6,4,5,2,5,2,2,7,2,3,4,3,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",4,2,7,2,"Definitely
NOT 
associated
1
",7,2,2,4,"Definitely
NOT 
associated
1
",Agree,Somewhat agree,Disagree,Neutral,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,2,Neutral,Disagree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,"Not at all
0
",Disagree,Somewhat disagree,Somewhat disagree,Agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree
2024-11-15 12:48:20,2024-11-15 12:57:37,IP Address,72.33.2.91,100,557,True,2024-11-15 12:57:38,R_7plKnAUUvYfObb4,,,,,43.0782,-89.4075,anonymous,EN,10,25.424,25.424,25.426,1,Agree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Agree,Neutral,Agree,Agree,Disagree,"
6",5,"Very
7
","
6",5,5,"
6",5,"Very
7
",5,6,"Does
Not
Fit",6,"Does
Not
Fit",6,6,5,"Definitely
associated
9
",2,2,"
8",6,6,"Definitely
associated
9
",5,4,"Definitely
associated
9
",3,3,"Definitely
associated
9
","Definitely
NOT 
associated
1
",2,"
8","Definitely
NOT 
associated
1
",Agree,Agree,Disagree,Agree,Somewhat disagree,Somewhat disagree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Strongly agree,Neutral,Strongly disagree,Disagree,Disagree,1,Agree,Disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,"Not at all
0
",Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree
2024-11-19 11:39:56,2024-11-19 11:47:40,IP Address,72.33.2.91,100,463,True,2024-11-19 11:47:41,R_3DiZNpBDDYeYYVj,,,,,43.0782,-89.4075,anonymous,EN,40,16.915,19.429,19.433,3,Somewhat agree,Agree,Disagree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat disagree,Disagree,"Very
7
","Does
Not
Fit","Very
7
","Very
7
","
6","Does
Not
Fit","
6","Does
Not
Fit",6,"Does
Not
Fit","Does
Not
Fit","Does
Not
Fit","Very
7
","Does
Not
Fit",5,"Does
Not
Fit","Definitely
NOT 
associated
1
","Definitely
associated
9
",2,"Definitely
NOT 
associated
1
","Definitely
associated
9
",6,"Definitely
NOT 
associated
1
","Definitely
associated
9
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
associated
9
",2,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",Strongly agree,Somewhat agree,Disagree,Agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Agree,Agree,Neutral,Somewhat disagree,Agree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,1,Agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,"Not at all
0
",Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree
2024-11-19 18:13:39,2024-11-19 18:21:38,IP Address,72.33.2.91,100,478,True,2024-11-19 18:21:38,R_63aqUwE5QzeLD1M,,,,,43.0782,-89.4075,anonymous,EN,11,176.336,176.336,176.343,1,Agree,Agree,Somewhat disagree,Agree,Agree,Neutral,Somewhat disagree,Agree,Somewhat disagree,Disagree,5,"Does
Not
Fit","
6",4,5,"Does
Not
Fit","Very
7
","Does
Not
Fit",4,"Does
Not
Fit",5,"Does
Not
Fit",6,"Does
Not
Fit",6,"Does
Not
Fit","Definitely
NOT 
associated
1
","
8",7,"Definitely
NOT 
associated
1
",6,7,3,"Definitely
associated
9
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",7,4,"Definitely
NOT 
associated
1
",2,2,"Definitely
NOT 
associated
1
",6,"Definitely
NOT 
associated
1
",Agree,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Neutral,Somewhat agree,Agree,Neutral,Agree,Somewhat agree,Somewhat disagree,3,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,"Not at all
0
",Neutral,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree
2024-11-20 16:09:35,2024-11-20 16:19:47,IP Address,72.33.2.91,100,611,True,2024-11-20 16:19:48,R_1KjsnOTCvnPStEU,,,,,43.0782,-89.4075,anonymous,EN,15,4.567,4.567,4.573,1,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,"
6","Very
7
","
6","Very
7
",5,"
6","Very
7
","Very
7
","Very
7
",5,6,6,6,"Very
7
","Very
7
","Very
7
",7,7,"Definitely
NOT 
associated
1
",6,7,2,3,6,4,"Definitely
NOT 
associated
1
",4,"Definitely
NOT 
associated
1
",2,2,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",7,"Definitely
NOT 
associated
1
",Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Neutral,5,Somewhat agree,Disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,"Not at all
0
",Disagree,Disagree,Neutral,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree
2024-11-22 12:44:51,2024-11-22 12:52:32,IP Address,72.33.2.91,100,460,True,2024-11-22 12:52:33,R_5c8EpESWE3Pz0oz,,,,,43.0782,-89.4075,anonymous,EN,38,54.205,54.205,54.209,1,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Neutral,Agree,Agree,Disagree,"
6","
6","
6",5,"Very
7
","
6","
6","
6",6,6,6,6,"Very
7
",6,6,6,6,7,2,7,7,6,7,7,5,5,7,2,5,7,2,3,5,2,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Neutral,Disagree,Agree,Agree,4,Somewhat agree,Neutral,Agree,Strongly agree,Neutral,Agree,3,Neutral,Neutral,Neutral,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Neutral,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree
2024-11-25 10:39:57,2024-11-25 10:49:08,IP Address,72.33.2.91,100,551,True,2024-11-25 10:49:09,R_1BfAR3MstKjbbJD,,,,,43.0782,-89.4075,anonymous,EN,35,5.645,5.645,5.647,1,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,"
6",4,"
6",4,"
6","
6","
6",5,5,4,6,"Very
7
","Very
7
","Very
7
",6,5,"Definitely
NOT 
associated
1
",7,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",7,"Definitely
NOT 
associated
1
",5,6,2,4,6,2,"Definitely
NOT 
associated
1
",5,2,"Definitely
NOT 
associated
1
",5,"Definitely
NOT 
associated
1
",Agree,Somewhat agree,Strongly disagree,Somewhat agree,Neutral,Somewhat agree,Agree,Somewhat agree,Agree,Neutral,Neutral,Neutral,Somewhat agree,Somewhat agree,Disagree,Strongly agree,Agree,4,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,1,Neutral,Neutral,Neutral,Somewhat agree,Strongly disagree,Agree,Somewhat agree,Strongly disagree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,Agree
2024-11-26 11:46:37,2024-11-26 11:55:38,IP Address,72.33.2.91,100,540,True,2024-11-26 11:55:39,R_3fJBQYhqHumOwGl,,,,,43.0782,-89.4075,anonymous,EN,1,9.505,9.505,9.506,1,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Neutral,Neutral,Disagree,Disagree,"Very
7
","Does
Not
Fit","Very
7
","
6","
6","Does
Not
Fit","Very
7
","Does
Not
Fit","Very
7
","Does
Not
Fit","Very
7
","Does
Not
Fit","Very
7
","Does
Not
Fit",6,"Does
Not
Fit","Definitely
NOT 
associated
1
","Definitely
associated
9
",2,2,"Definitely
associated
9
",6,"Definitely
NOT 
associated
1
",4,2,"Definitely
NOT 
associated
1
","
8",2,"Definitely
NOT 
associated
1
","Definitely
associated
9
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",Strongly agree,Neutral,Strongly disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Strongly agree,Somewhat agree,Disagree,Disagree,Neutral,4,Disagree,Somewhat disagree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,"Not at all
0
",Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree
2024-11-26 13:45:39,2024-11-26 13:55:23,IP Address,72.33.2.91,100,583,True,2024-11-26 13:55:23,R_57LSbs91QiA6Sml,,,,,43.0782,-89.4075,anonymous,EN,32,163.703,163.703,163.709,1,Agree,Strongly agree,Neutral,Agree,Strongly agree,Somewhat agree,Neutral,Agree,Neutral,Disagree,"
6","Not at all
0
","
6",4,"
6","Not at all
0
",5,"Not at all
0
",3,"Not at all
0
",3,"Not at all
0
",6,"Not at all
0
","Not at all
0
","Not at all
0
","Definitely
NOT 
associated
1
",6,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",2,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",6,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",2,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",Agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Disagree,Agree,Somewhat agree,Strongly disagree,"Strongly
disagree","Strongly
disagree","Not at all
0
",Neutral,Strongly disagree,Somewhat agree,Strongly agree,Disagree,Somewhat disagree,"Not at all
0
",Disagree,Somewhat disagree,Neutral,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Neutral,Strongly agree
2024-11-26 17:43:25,2024-11-26 17:55:27,IP Address,72.33.2.91,100,721,True,2024-11-26 17:55:28,R_5OIMlvktw6CKnIF,,,,,43.0812,-89.3845,anonymous,EN,37,165.184,165.184,165.187,1,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,"
6","Does
Not
Fit","
6","Does
Not
Fit","Very
7
","Does
Not
Fit",5,"Does
Not
Fit",5,"Does
Not
Fit",6,6,5,3,4,2,"Definitely
NOT 
associated
1
",6,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",7,3,3,3,3,2,6,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",6,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",2,2,Agree,Strongly disagree,Disagree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Neutral,Disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,"Not at all
0
",Neutral,Disagree,Agree,Strongly disagree,Neutral,Agree,"Not at all
0
",Disagree,Disagree,Somewhat agree,Neutral,Disagree,Somewhat agree,Disagree,Strongly disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree
2024-12-02 17:41:23,2024-12-02 17:49:09,IP Address,72.33.2.91,100,465,True,2024-12-02 17:49:09,R_3Nye9YYBFYbkTff,,,,,43.0812,-89.3845,anonymous,EN,36,26.755,26.755,26.76,1,Strongly agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Disagree,"
6","Does
Not
Fit","Very
7
","Does
Not
Fit","
6","Does
Not
Fit",5,"Does
Not
Fit",4,"Does
Not
Fit",5,"Does
Not
Fit",6,4,"Very
7
","Does
Not
Fit",2,7,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",7,4,2,7,5,4,7,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",3,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",2,"Definitely
NOT 
associated
1
",Strongly agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Disagree,Strongly agree,Somewhat disagree,Disagree,"Strongly
disagree",Disagree,"Not at all
0
",Somewhat disagree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,"Not at all
0
",Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Agree,Somewhat disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Somewhat agree
