StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent1,"sub_id ",time_instructions_1_First Click,time_instructions_1_Last Click,time_instructions_1_Page Submit,time_instructions_1_Click Count,interact_robot_1,interact_robot_2,tv_robot,read_robot,tv_robot_2,built_robot,built_robot_explain,worked_robot,worked_robot_explain,gators_scale_1_1,gators_scale_1_2,gators_scale_1_3,gators_scale_1_4,gators_scale_1_5,gators_scale_1_6,robot_tech_1,robot_tech_2,robot_tech_3,robot_tech_4,robot_tech_5,robot_tech_6,gators_scale_2_1,gators_scale_2_2,gators_scale_2_3,gators_scale_2_4,gators_scale_2_5,trust_technology_1,trust_technology_2,trust_technology_3,trust_technology_4,trust_technology_5,trust_technology_6,gators_scale_3_1,gators_scale_3_2,gators_scale_3_3,gators_scale_3_4,gators_scale_3_5,gators_scale_3_6,risk_questions_1,risk_questions_2,risk_questions_3,risk_questions_4,risk_questions_5,risk_questions_6,risk_questions_7,risk_questions_8,gators_scale_4_1,gators_scale_4_2,gators_scale_4_3,gators_scale_4_4,gators_scale_4_5,distract_questions_1,distract_questions_2,distract_questions_3,distract_questions_4,distract_questions_5,self_confidence_1,self_confidence_2,self_confidence_3,self_confidence_4,self_confidence_5,self_confidence_6,gender,gender_4_TEXT,race,race_11_TEXT,student_status,major,"uw_year ",age,"hand ",English,int_student
2024-11-06 13:56:29,2024-11-06 14:03:39,IP Address,72.33.2.90,100,429,True,2024-11-06 14:03:40,R_3Nkwyacps3ggsWZ,,,,,43.0812,-89.3845,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,20,7.457,7.457,7.466,1,Never,Never,Yes,No,2,No,,No,,Agree,Disagree,Agree,Strongly agree,Disagree,Neutral,Neutral,Neutral,Strongly disagree,Somewhat Disagree,Neutral,Strongly disagree,Neutral,Somewhat agree,Somewhat agree,Neutral,Strongly disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly disagree,Agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Somewhat disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat disagree,Disagree,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat Disagree,Strongly disagree,Neutral,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Man,,White/European,,Undergraduate,Global Health,3,20,Right hand,Yes,No
2024-11-06 15:43:35,2024-11-06 15:49:44,IP Address,72.33.0.217,100,368,True,2024-11-06 15:49:44,R_7fa3igY7194wS2c,,,,,43.0812,-89.3845,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,40,8.175,8.175,8.181,1,Never,Never,Yes,No,1,No,,No,,Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Agree,Disagree,Agree,Somewhat disagree,Strongly disagree,Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat Disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Agree,Agree,Woman,,White/European,,Undergraduate,Genetics and Genomics,2,19,Right hand,Yes,No
2024-11-06 23:04:37,2024-11-06 23:11:08,IP Address,50.93.222.243,100,391,True,2024-11-06 23:11:08,R_6rBp4eXT6CZvwQ8,,,,,43.0812,-89.3845,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,35,7.255,7.255,7.256,1,Never,Never,Yes,No,2,No,,No,,Neutral,Disagree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Strongly disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat Disagree,Neutral,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat Disagree,Strongly disagree,Neutral,Somewhat agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat agree,Agree,Strongly disagree,Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat Disagree,Strongly disagree,Somewhat agree,Somewhat Disagree,Neutral,Somewhat disagree,Somewhat agree,Neutral,Strongly disagree,Strongly disagree,Man,,White/European,,Undergraduate,Education Studies (with a certificate in Math),4,22,Right hand,Yes,No
2024-11-07 09:00:30,2024-11-07 09:35:12,IP Address,153.33.9.243,100,2081,True,2024-11-07 09:35:13,R_1LFWyzzG3nsct3z,,,,,43.0812,-89.3845,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,16,8.807,9.624,9.633,2,Never,Never,Yes,No,2,No,,No,,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat agree,Somewhat agree,Neutral,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Neutral,Neutral,Neutral,Disagree,Somewhat agree,Somewhat agree,Strongly disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Strongly disagree,Somewhat agree,Somewhat Disagree,Somewhat agree,Neutral,Disagree,Somewhat disagree,Disagree,Disagree,Woman,,East Asian/East Asian American,,Graduate Student - Pursuing Master’s degree only,clinical rehabilitation counseling,1,26,Right hand,Yes,Yes
2024-11-07 12:23:15,2024-11-07 12:31:01,IP Address,72.33.2.71,100,465,True,2024-11-07 12:31:02,R_5e1anzP8jgamQRX,,,,,43.0812,-89.3845,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,30,5.996,5.996,5.999,1,Never,Never,Yes,No,5+,No,,No,,Agree,Somewhat disagree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat Disagree,Somewhat agree,Neutral,Agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Strongly agree,Neutral,Strongly disagree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat disagree,Agree,Neutral,Strongly agree,Neutral,Somewhat agree,Somewhat Disagree,Strongly agree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Disagree,Woman,,East Asian/East Asian American,,Undergraduate,undecided（probably bio）,1,18,Left hand,Yes,Yes
2024-11-08 22:48:27,2024-11-08 22:53:57,IP Address,72.33.2.125,100,330,True,2024-11-08 22:53:58,R_51jgIQNw0j9k3CB,,,,,43.0782,-89.4075,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,7,3.6,7.229,7.23,3,Never,Never,Yes,No,2,No,,No,,Somewhat agree,Disagree,Neutral,Strongly agree,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat Disagree,Agree,Somewhat disagree,Agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat Disagree,Somewhat disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat disagree,Neutral,Agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat Disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Disagree,Disagree,Man,,White/European,,Undergraduate,Computer Engineering,1,18,Right hand,Yes,No
2024-11-11 13:57:56,2024-11-11 14:02:00,IP Address,72.33.2.148,100,244,True,2024-11-11 14:02:01,R_3hXwev8nGRLt5Lw,,,,,43.0782,-89.4075,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,11,6.08,6.08,6.084,1,Never,Never,Yes,No,3,No,,No,,Agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Agree,Neutral,Somewhat agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat disagree,Somewhat agree,Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Agree,Somewhat agree,Agree,Strongly disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat agree,Neutral,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Neutral,Somewhat disagree,Woman,,Latina/o/é or Hispanic or Chicana/o/é,,Undergraduate,Elementary and Special Education,1,18,Left hand,Yes,No
2024-11-13 09:41:31,2024-11-13 09:52:03,IP Address,50.93.223.29,100,632,True,2024-11-13 09:52:05,R_5KDdl28JZvl0LVz,,,,,43.0812,-89.3845,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,38,7.216,7.216,7.223,1,Never,Never,Yes,Yes,3,No,,No,,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Neutral,Somewhat agree,Somewhat Disagree,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Somewhat agree,Somewhat disagree,Neutral,Neutral,Neutral,Somewhat agree,Somewhat Disagree,Neutral,Strongly disagree,Neutral,Somewhat disagree,Neutral,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Neutral,Neutral,Strongly disagree,Somewhat agree,Somewhat Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Woman,,East Asian/East Asian American,,Graduate Student - Pursuing Master’s degree only,Clinical Rehabilitation Counseling,5,22,Right hand,Yes,Yes
2024-11-13 22:20:47,2024-11-13 22:28:20,IP Address,99.100.189.27,100,453,True,2024-11-13 22:28:21,R_6LUQPxtmpzqnZZx,,,,,43.1228,-89.3841,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,1,6.306,6.306,6.309,1,Never,Never,Yes,No,3,No,,No,,Neutral,Disagree,Somewhat disagree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Disagree,Neutral,Strongly disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat Disagree,Somewhat agree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Man,,Middle Eastern/North African/Arab American,,Graduate student - Pursuing PhD,Educational Leadership and Policy Analysis,7+,25,Right hand,Yes,No
2024-11-18 17:33:17,2024-11-18 17:43:12,IP Address,72.33.2.244,100,594,True,2024-11-18 17:43:13,R_74IrFCF4IRTMZq1,,,,,43.0782,-89.4075,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,4,4.256,6.425,6.427,2,Never,Never,Yes,No,2,No,,No,,Agree,Disagree,Strongly agree,Strongly agree,Neutral,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Somewhat Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Agree,Strongly disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Disagree,Somewhat agree,Somewhat agree,Agree,Neutral,Somewhat agree,Somewhat Disagree,Somewhat agree,Neutral,Agree,Neutral,Somewhat agree,Neutral,Somewhat disagree,Neutral,Woman,,East Asian/East Asian American,,Undergraduate,Com Arts and Education,4,21,Right hand,Yes,Yes
2024-11-19 10:24:19,2024-11-19 10:31:38,IP Address,131.93.182.75,100,439,True,2024-11-19 10:31:39,R_5wSJJpU1Jt5eTps,,,,,43.0334,-89.4512,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,32,9.591,9.591,9.594,1,Never,Never,Yes,No,2,No,,No,,Somewhat agree,Neutral,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Neutral,Neutral,Somewhat agree,Neutral,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Neutral,Neutral,Neutral,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Woman,,East Asian/East Asian American,,Graduate student - Pursuing PhD,"Medicine - the previous slot did not have option for professional school i.e., not a PhD student",7+,33,Right hand,Yes,No
2024-11-22 07:29:06,2024-11-22 07:37:15,IP Address,72.33.2.65,100,488,True,2024-11-22 07:37:16,R_6eS0DtGp8lXPLr2,,,,,43.0782,-89.4075,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,39,6.241,6.241,6.257,1,Never,Never,Yes,Yes,2,No,,No,,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,Somewhat Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat Disagree,Somewhat agree,Neutral,Disagree,Somewhat agree,Somewhat agree,Agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat Disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat Disagree,Strongly agree,Neutral,Somewhat disagree,Agree,Disagree,Disagree,Agree,Agree,Woman,,White/European,,Undergraduate,Landscape and Urban Studies,1,18,Right hand,Yes,No
2024-11-22 13:46:44,2024-11-22 13:58:33,IP Address,72.33.2.37,100,708,True,2024-11-22 13:58:34,R_7n9weVXqnAEu7DP,,,,,43.0782,-89.4075,anonymous,EN,I consent and DO NOT give my permission to be quoted directly in publications without my name,18,10.594,10.594,10.598,1,Never,Never,Yes,No,1,No,,No,,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Somewhat disagree,Neutral,Neutral,Somewhat agree,Neutral,Somewhat Disagree,Somewhat agree,Somewhat Disagree,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat disagree,Neutral,Strongly agree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat Disagree,Neutral,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Woman,,East Asian/East Asian American,,Undergraduate,psychology and social work,4,21,Right hand,Yes,No
2024-11-25 12:22:48,2024-11-25 12:29:38,IP Address,72.33.2.149,100,409,True,2024-11-25 12:29:39,R_72tElW9uszuoCpZ,,,,,43.0782,-89.4075,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,36,6.981,6.981,6.988,1,Never,Never,Yes,No,4,No,,No,,Somewhat disagree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Disagree,Neutral,Neutral,Agree,Neutral,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Disagree,Somewhat agree,Neutral,Somewhat agree,Strongly disagree,Agree,Disagree,Strongly disagree,Somewhat agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat Disagree,Strongly agree,Somewhat Disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Strongly disagree,Man,,South Asian/South Asian American,,Undergraduate,Data Science,1,18,Right hand,Yes,Yes
2024-11-25 20:44:05,2024-11-25 20:53:30,IP Address,50.93.222.168,100,565,True,2024-11-25 20:53:31,R_7daYIWQ43MGQUV3,,,,,43.0812,-89.3845,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,43,8.797,8.797,8.807,1,Never,Never,Yes,Yes,5+,No,,No,,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Disagree,Agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Neutral,Somewhat Disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Disagree,Neutral,Neutral,Somewhat agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat agree,Disagree,Strongly disagree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat disagree,Agree,Somewhat agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat agree,Neutral,Neutral,Somewhat disagree,Somewhat disagree,Agree,Agree,Disagree,Woman,,Multiracial,,Undergraduate,"Biology, B.S. (CALS)",3,20,Right hand,Yes,No
2024-11-26 18:17:41,2024-11-26 18:28:14,IP Address,50.93.222.174,100,632,True,2024-11-26 18:28:15,R_7kO46bHAIJwMbDj,,,,,43.0812,-89.3845,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,42,6.169,8.635,8.64,3,Never,Never,Yes,No,5+,No,,No,,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat Disagree,Somewhat agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Disagree,Somewhat agree,Strongly disagree,Neutral,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat disagree,Disagree,Agree,Agree,Agree,Strongly agree,Somewhat Disagree,Strongly disagree,Strongly agree,Somewhat Disagree,Agree,Strongly disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Woman,,Puerto Rican,,Undergraduate,"Biology, Spanish",4,21,Right hand,Yes,No
2024-12-02 19:00:14,2024-12-02 19:10:26,IP Address,75.6.177.191,100,611,True,2024-12-02 19:10:27,R_6vuUX8PpINm5xyV,,,,,43.0812,-89.3845,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,46,10.24,10.78,10.783,2,1,Rarely (less than once  a year),Yes,Yes,2,No,,No,,Somewhat agree,Disagree,Neutral,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat Disagree,Somewhat agree,Strongly disagree,Agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat agree,Strongly disagree,Agree,Somewhat disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Neutral,Somewhat Disagree,Strongly disagree,Strongly agree,Somewhat Disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Disagree,Strongly disagree,Man,,White/European,,Graduate Student - Pursuing Master’s degree only,Masters of Business Administration (MBA),1,26,Right hand,Yes,No
2024-12-03 09:24:19,2024-12-03 09:32:08,IP Address,172.59.96.240,100,468,True,2024-12-03 09:32:08,R_61Av8TPlWTBK1kp,,,,,43.1193,-87.9505,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,55,5.22,5.93,5.932,2,Never,Never,Yes,No,2,No,,No,,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat Disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Neutral,Somewhat disagree,Woman,,White/European,,Graduate student - Pursuing PhD,Epidemiology,2,25,Right hand,Yes,No
2024-12-03 13:01:50,2024-12-03 13:08:47,IP Address,72.33.2.40,100,416,True,2024-12-03 13:08:48,R_7HtDJWujgWFHlQJ,,,,,43.0812,-89.3845,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,45,7.145,7.145,7.148,1,Never,Never,Yes,No,3,No,,No,,Neutral,Somewhat disagree,Agree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Somewhat Disagree,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Strongly disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Woman,,Black/African American,,Undergraduate,Computer Science,1,18,Right hand,Yes,No
2024-12-04 13:29:58,2024-12-04 13:38:16,IP Address,135.135.130.69,100,497,True,2024-12-04 13:38:17,R_5iguhVxFZRdjGvx,,,,,42.9298,-89.3898,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,65,6.85,6.85,6.858,1,Never,Never,Yes,No,5+,No,,No,,Neutral,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Neutral,Agree,Somewhat agree,Neutral,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat disagree,Somewhat agree,Neutral,Strongly disagree,Somewhat agree,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Disagree,Strongly disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat Disagree,Neutral,Strongly disagree,Somewhat agree,Somewhat Disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Woman,,South Asian/South Asian American,,Undergraduate,Psychology,3,20,Right hand,Yes,No
2024-12-04 16:33:38,2024-12-04 16:42:22,IP Address,72.33.2.80,100,524,True,2024-12-04 16:42:24,R_6kFzhid26NLpdgM,,,,,43.0812,-89.3845,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,60,7.257,7.257,7.26,1,Never,Never,Yes,No,2,No,,No,,Somewhat disagree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Somewhat agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat agree,Strongly disagree,Agree,Neutral,Agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat agree,Strongly disagree,Agree,Disagree,Somewhat agree,Disagree,Strongly disagree,Somewhat agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly disagree,Agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Man,,White/European,,Undergraduate,Neurobiology,1,18,Right hand,Yes,No
2024-12-04 18:13:00,2024-12-04 18:18:33,IP Address,72.33.2.51,100,332,True,2024-12-04 18:18:34,R_3dLmNIOuvu8yye5,,,,,43.0812,-89.3845,anonymous,EN,I consent and I give my permission to be quoted directly in publications without my name,58,7.793,7.793,7.795,1,Never,Never,Yes,Yes,5+,No,,No,,Agree,Somewhat disagree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat Disagree,Somewhat agree,Somewhat agree,Agree,Neutral,Agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Neutral,Strongly disagree,Somewhat agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Somewhat Disagree,Strongly agree,Neutral,Agree,Agree,Somewhat agree,Strongly disagree,Disagree,Disagree,Man,,White/European,,Undergraduate,"Political Science, Statistics, and Spanish",1,18,Right hand,Yes,No
